Molecule,Solubility
B-1972,-0.322600
B-1973,-3.055900
B-1974,-1.063200
B-1975,-0.860800
B-1976,-3.562900
B-1977,-7.872800
B-1978,-0.727600
B-1979,-1.703700
B-1980,-3.488100
B-1981,-5.384400
B-1982,-4.100900
B-1983,-3.968600
B-1984,-0.963400
B-1987,-2.135100
B-1988,-1.730600
B-1989,-2.793900
B-1990,0.372200
B-1991,-0.703400
B-1993,-2.391000
B-1994,-0.796000
B-1995,-2.384900
B-1996,0.374600
B-1997,-6.356300
B-1999,-1.184100
B-2001,-4.217800
B-2002,-5.428000
B-2003,-5.047400
B-2004,-1.065100
B-2005,-1.870800
B-2006,-0.005800
B-2007,-3.822600
B-2008,-1.973300
B-2009,-5.124100
B-2010,-3.301600
B-2011,-3.567700
B-2012,-2.769600
B-2013,0.631100
B-2014,-0.859000
B-2015,-2.722900
B-2016,-2.145300
B-2017,-2.703900
B-2018,-3.699000
B-2019,-0.155400
B-2020,-3.573800
B-2021,-6.592000
B-2022,-7.010900
B-2023,-6.796000
B-2024,-2.169300
B-2025,0.909500
B-2026,0.966000
B-2027,0.966000
B-2028,-0.623700
B-2029,-2.826000
B-2030,-4.954400
B-2031,-6.086300
B-2032,-4.125400
B-2033,-2.543000
B-2034,-2.608700
B-2035,-0.121000
B-2037,0.986100
B-2039,-0.498500
B-2040,-3.414000
B-2041,-6.111900
B-2042,-6.927800
B-2043,-1.448600
B-2044,-1.807700
B-2045,-2.873000
B-2046,-1.151400
B-2047,-0.795300
B-2048,-1.656600
B-2049,-2.619800
B-2050,-0.761600
B-2052,0.362100
B-2053,-0.258600
B-2054,-2.964400
B-2055,-1.290900
B-2057,-4.203100
B-2059,-3.958800
B-2060,-1.213500
B-2062,-3.917200
B-2063,-1.942400
B-2064,-0.754400
B-2065,-2.791000
B-2066,-1.339100
B-2067,-5.702300
B-2068,-3.475700
B-2069,-2.707800
B-2070,-2.826600
B-2071,-3.990000
B-2072,-0.314300
B-2073,-2.718600
B-2074,-4.171800
B-2075,-0.450900
B-2077,-2.552500
B-2078,0.298400
B-2079,-3.143500
B-2080,-4.478400
B-2081,0.290300
B-2082,-0.457900
B-2083,0.586000
B-2084,-2.435200
B-2085,0.379700
B-2086,-1.088200
B-2087,0.348700
B-2088,-0.291800
B-2089,-3.483300
B-2091,-1.850700
B-2092,-1.148200
B-2093,-1.654300
B-2094,-5.760100
B-2095,-4.081400
B-2098,-2.632300
B-2099,0.524000
B-2100,-0.930100
B-2101,-0.428700
B-2102,-0.599300
B-2103,-0.515000
B-2104,-0.419800
B-2105,-2.335400
B-2106,-2.934200
B-2107,0.392500
B-2108,-1.289900
B-2110,-0.490800
B-2111,-1.640000
B-2112,-2.230400
B-2113,-6.788600
B-2114,-0.754300
B-2115,-4.194900
B-2116,-2.536500
B-2117,-0.973800
B-2121,-2.054500
B-2122,-3.352200
B-2123,-2.475800
B-2124,-1.386300
B-2125,-1.940800
B-2126,-1.991600
B-2128,-2.309700
B-2129,-2.241600
B-2130,-1.567500
B-2133,-1.693500
B-2134,-3.651200
B-2135,-0.382500
B-2136,-1.553700
B-2137,0.683500
B-2138,-3.190100
B-2139,-0.732800
B-2141,0.040200
B-2142,-0.659800
B-2143,0.055000
B-2144,0.126500
B-2146,-1.425000
B-2147,-2.352700
B-2148,-7.213500
B-2149,-0.948700
B-2150,-0.753600
B-2151,-1.568700
B-2152,-2.549700
B-2153,-1.151700
B-2154,-2.185100
B-2155,-1.322800
B-2156,-2.190800
B-2157,-1.142700
B-2158,-1.525500
B-2159,-4.421600
B-2160,-0.227500
B-2161,-1.327900
B-2162,-1.272600
B-2163,-2.571600
B-2164,-1.153800
B-2165,-0.728800
B-2166,-5.059300
B-2167,-7.321300
B-2168,-2.939500
B-2169,-2.602600
B-2170,-1.735600
B-2171,-2.887100
B-2172,-4.831000
B-2173,-5.124400
B-2174,-0.640700
B-2175,-1.376900
B-2176,-0.152800
B-2177,-1.327800
B-2178,-2.774500
B-2179,-0.127700
B-2180,-3.306200
B-2181,-0.727200
B-2182,-2.874100
B-2184,-0.796200
B-2185,-0.306300
B-2186,-2.564800
B-2187,-3.083200
B-2188,-0.205900
B-2190,-2.812600
B-2191,-5.354400
B-2192,-4.863800
B-2193,-1.500000
B-2194,-2.484500
B-2195,-4.398100
B-2196,-0.128800
B-2197,0.500700
B-2198,-0.816700
B-2200,-2.366300
B-2202,-1.446300
B-2203,-3.700700
B-2204,-2.432600
B-2205,-2.342800
B-2206,-3.578200
B-2207,-0.948100
B-2209,-0.369500
B-2210,-1.073700
B-2211,0.280600
B-2214,-0.237400
B-2215,-2.193400
B-2216,-2.166700
B-2217,-6.009200
B-2218,-1.596100
B-2220,-1.916900
B-2221,-2.282700
B-2222,-3.360500
B-2223,-0.682600
B-2224,0.408400
B-2225,-0.261700
B-2226,0.457800
B-2227,-1.710200
B-2228,-0.423000
B-2229,-1.600700
B-2230,-2.301500
B-2231,-2.255800
B-2232,0.188000
B-2233,-3.041800
B-2234,-2.967700
B-2235,-3.903100
B-2236,-1.964200
B-2237,-1.533700
B-2238,0.508300
B-2239,-2.278600
B-2240,-2.919600
B-2241,-1.204700
B-2242,-2.034700
B-2243,-3.593200
B-2244,-4.210700
B-2245,-2.060800
B-2246,-5.122000
B-2247,-4.545200
B-2248,-0.482500
B-2249,-0.558000
B-2250,-3.813500
B-2251,-5.256700
B-2252,-1.960000
B-2253,-2.103100
B-2254,-2.937400
B-2255,-0.584700
B-2256,-1.993700
B-2257,-0.845700
B-2259,-2.085300
B-2260,-2.346600
B-2261,-2.489700
B-2262,-3.046700
B-2263,-3.068900
B-2264,-2.789600
B-2265,-0.730600
B-2266,0.481000
B-2267,-0.610400
B-2268,-2.719300
B-2270,-4.334100
B-2272,-0.386100
B-2273,-0.991600
B-2274,-5.520000
B-2275,-1.314400
B-2277,0.651400
B-2278,-5.130700
B-2279,-0.425700
B-2280,-1.836700
B-2281,-1.255800
B-2283,-1.570600
B-2285,-4.792500
B-2287,-4.189800
B-2289,-1.200500
B-2290,-4.390100
B-2291,-4.363500
B-2292,-1.947000
B-2293,-1.845600
B-2294,-1.499500
B-2295,-2.677400
B-2296,-3.263400
B-2297,-1.270800
B-2298,0.503500
B-2300,-0.416800
B-2301,-1.455600
B-2302,-2.142500
B-2303,-0.768400
B-2304,-7.200600
B-2305,0.223500
B-2306,-3.408500
B-2307,-1.919600
B-2308,0.841200
B-2309,-2.814100
B-2310,-0.441600
B-2311,-1.246000
B-2312,-1.582600
B-2313,-2.626000
B-2314,-3.094800
B-2315,-2.886000
B-2316,-2.036100
B-2317,-2.288600
B-2318,-0.476400
B-2319,-2.354100
B-2320,-3.194000
B-2322,1.008400
B-2323,-1.240300
B-2324,-1.843300
B-2325,-0.682300
B-2327,-2.497300
B-2328,-2.315200
B-2329,-3.795000
B-2331,-0.190100
B-2334,0.069100
B-2335,-1.051300
B-2337,0.427600
B-2338,-1.889800
B-2342,-2.125000
B-2343,0.304800
B-2344,-1.352800
B-2346,-1.598000
B-2347,0.841200
B-2348,-2.431800
B-2349,-1.207500
B-2350,-5.091700
B-2351,0.850400
B-2353,-0.708900
B-2354,-2.183000
B-2355,-0.045600
B-2356,-2.319000
B-2357,-0.924900
B-2358,-3.558300
B-2359,-1.920800
B-2360,-4.409500
B-2362,-3.669300
B-2363,-4.602100
B-2364,0.511200
B-2365,-2.442100
B-2366,-5.038900
B-2368,-3.442800
B-2369,0.840100
B-2371,-8.833600
B-2372,-1.985100
B-2374,-2.595900
B-2375,0.054900
B-2376,-2.230400
B-2377,-2.578500
B-2378,-1.940000
B-2379,0.265600
B-2380,-2.977100
B-2381,0.523300
B-2382,-6.663700
B-2383,-2.509400
B-2384,-1.514100
B-2385,0.927800
B-2386,-2.315100
B-2387,-2.415500
B-2388,0.195600
B-2390,-0.440500
B-2391,-1.459800
B-2392,-3.206800
B-2394,-2.886800
B-2395,-4.948900
B-2396,-1.742300
B-2397,0.332200
B-2398,-2.998700
B-2399,-1.375200
B-2400,-0.652500
B-2401,1.049900
B-2402,-13.171900
B-2403,-4.132200
B-2404,-1.102000
B-2405,-1.011000
B-2406,-2.436100
B-2410,-4.945300
B-2411,-1.169200
B-2412,0.185100
B-2413,-0.740300
B-2414,-3.942200
B-2415,-2.197300
B-2416,-1.277400
B-2418,-1.021600
B-2419,-0.071900
B-2420,-1.639100
B-2421,-2.195600
B-2422,-2.828900
B-2423,-0.633400
B-2424,-1.684800
B-2425,-2.402900
B-2427,-4.693500
B-2428,-4.155800
B-2429,-4.460300
B-2431,0.457900
B-2432,0.487000
B-2434,-2.420600
B-2435,-3.765500
B-2436,-1.969000
B-2437,-2.980400
B-2438,-2.227300
B-2441,-0.892600
B-2443,-1.963600
B-2444,-1.964400
B-2445,-3.319200
B-2446,-1.493900
B-2447,-2.722300
B-2448,-1.754600
B-2449,-0.487400
B-2450,-3.313800
B-2451,-3.492400
B-2452,-3.686500
B-2453,-3.903300
B-2454,-2.600300
B-2455,-2.082200
B-2456,-3.570200
B-2458,-4.208400
B-2459,-3.064300
B-2460,-5.215100
B-2461,-0.079800
B-2462,0.247500
B-2465,-2.812000
B-2466,-4.810800
B-2468,-1.452000
B-2469,-0.508400
B-2470,-5.146700
B-2472,0.076700
B-2473,-1.829300
B-2474,-2.568700
B-2475,-3.301500
B-2476,-2.466200
B-2477,-3.155900
B-2479,-3.223200
B-2480,-0.896900
B-2481,-1.534700
B-2482,-2.397200
B-2483,-0.210400
B-2484,-1.100100
B-2485,-0.821300
B-2486,-1.522900
B-2487,-0.678700
B-2488,-0.446600
B-2489,-4.370100
B-2490,-1.501300
B-2491,-2.868400
B-2492,-0.747200
B-2493,-2.325600
B-2494,-3.672300
B-2495,-1.756100
B-2496,-2.208800
B-2497,-2.528300
B-2498,-2.875600
B-2499,-2.408900
B-2500,-2.678300
B-2501,-1.346800
B-2502,-1.657600
B-2503,-1.350500
B-2504,-0.418900
B-2505,0.159200
B-2506,-0.899600
B-2507,-2.366200
B-2508,-1.512500
B-2509,-3.595200
B-2510,-1.535400
B-2511,-1.747000
B-2512,-3.783000
B-2513,-1.093900
B-2514,-5.760000
B-2515,-0.691600
B-2516,-2.490400
B-2517,-1.482500
B-2520,-2.385300
B-2521,-4.964400
B-2522,-2.900400
B-2523,-3.855700
B-2524,-1.375500
B-2525,-2.609900
B-2527,-1.950900
B-2528,-1.645800
B-2529,-2.746000
B-2530,-1.591600
B-2531,-1.662200
B-2532,-2.390300
B-2533,-0.965600
B-2534,-7.974300
B-2535,-2.581300
B-2536,-0.591100
B-2538,-0.099300
B-2539,-1.229800
B-2540,-0.592100
B-2541,-0.924900
B-2542,-3.574100
B-2543,-1.812200
B-2544,-1.860200
B-2545,-1.927200
B-2547,-5.217200
B-2548,-4.394500
B-2549,-2.158000
B-2551,-3.716200
B-2552,-3.267100
B-2553,-1.712400
B-2554,-4.446100
B-2555,0.294600
B-2556,-2.874700
B-2557,-2.647200
B-2558,-2.510800
B-2560,-4.639900
B-2561,-2.481700
B-2563,-4.112200
B-2564,-1.724400
B-2565,-1.330100
B-2567,0.652400
B-2568,-0.447100
B-2569,-1.231900
B-2570,-2.243600
B-2571,1.059700
B-2572,-7.795400
B-2573,-7.800000
B-2574,-2.897100
B-2575,-4.282200
B-2576,-5.543300
B-2577,-1.475700
B-2579,-0.623800
B-2580,-2.017100
B-2581,-2.541500
B-2582,0.685500
B-2584,-3.055700
B-2585,-0.215000
B-2586,-0.403200
B-2587,-3.126500
B-2588,-0.209600
B-2589,-1.628700
B-2590,-2.648000
B-2591,-3.222500
B-2592,-1.306900
B-2593,-4.081100
B-2594,-3.322800
B-2595,-1.761800
B-2597,-5.315400
B-2598,-1.990100
B-2599,-2.646800
B-2600,-0.292600
B-2601,-4.461100
B-2602,-0.683500
B-2603,-3.280300
B-2604,-1.907900
B-2605,-1.952000
B-2606,-2.144500
B-2607,-3.827900
B-2608,0.792500
B-2609,-2.480900
B-2611,-0.459800
B-2612,-2.530100
B-2613,-4.262700
B-2614,-4.522100
B-2615,-2.105800
B-2616,-2.499800
B-2617,-5.148500
B-2618,-1.843400
B-2619,-2.933800
B-2620,-1.607500
B-2622,-3.708200
B-2623,-3.518500
B-2624,-4.574600
B-2625,-0.754400
B-2626,-1.945700
B-2627,0.106200
B-2628,-0.155100
B-2631,-4.924200
B-2632,-2.001100
B-2633,-4.109700
B-2634,-3.131900
B-2635,-2.653800
B-2636,-1.516100
B-2637,-1.388500
B-2638,-1.144200
B-2639,-1.004100
B-2640,-1.938100
B-2641,-4.232400
B-2642,-3.904900
B-2643,-2.984400
B-2644,-1.756000
B-2645,-3.682200
B-2646,-3.303700
B-2647,-1.397400
B-2649,-2.907600
B-2650,-3.176600
B-2651,-1.837800
B-2652,-4.970300
B-2653,-5.520100
B-2654,-3.592400
B-2655,-3.762000
B-2656,-1.936900
B-2658,-7.012200
B-2659,-3.226200
B-2660,0.872300
B-2661,-0.980100
B-2662,-5.027000
B-2663,-2.367600
B-2664,-2.058400
B-2665,-1.741500
B-2666,-2.099000
B-2667,0.685500
B-2671,-4.465100
B-2674,-6.540700
B-2675,-2.369800
B-2676,-6.151700
B-2677,-6.373300
B-2678,-2.630100
B-2679,-8.013300
B-2680,-1.176500
B-2681,-1.611100
B-2683,-3.479200
B-2686,-1.559800
B-2687,-3.382500
B-2691,-5.837000
B-2692,-3.954800
B-2693,-5.036500
B-2695,-5.026100
B-2696,-6.637500
B-2697,-3.172700
B-2698,-0.170700
B-2699,-9.351000
B-2700,-5.223900
B-2701,-2.580300
B-2702,-3.716400
B-2703,-3.660400
B-2704,-5.060500
B-2705,-6.052400
B-2706,-1.170900
B-2707,-1.997700
B-2710,-5.466800
B-2712,-4.083700
B-2713,-1.301600
B-2714,-1.199200
B-2715,-1.956300
B-2717,-6.770800
B-2718,-3.943300
B-2719,-3.306500
B-2720,-3.636700
B-2721,-0.748200
B-2722,-1.301100
B-2723,-0.634000
B-2724,-5.716500
B-2727,-2.092700
B-2728,1.065000
B-2729,-1.945000
B-2730,-3.129500
B-2731,-0.065100
B-2732,1.065000
B-2733,-0.448700
B-2734,-1.122100
B-2735,-5.363300
B-2736,-1.113000
B-2737,-5.190500
B-2738,-6.678000
B-2740,-2.778500
B-2741,-0.648800
B-2742,-2.153800
B-2743,-1.963200
B-2744,-0.198200
B-2745,-3.407800
B-2746,-2.057800
B-2748,-8.522400
B-2749,-1.537600
B-2750,-8.775000
B-2751,-1.697800
B-2752,-2.219300
B-2753,-0.578100
B-2754,-3.110400
B-2755,0.164100
B-2756,-2.088700
B-2757,-1.149400
B-2758,-1.019700
B-2760,-7.982300
B-2761,-1.524100
B-2762,-8.849800
B-2763,-4.800300
B-2764,-2.636000
B-2765,-5.467500
B-2766,-9.100000
B-2767,-1.590600
B-2768,-5.956300
B-2769,-5.596800
B-2770,-8.374800
B-2771,-7.250000
B-2773,-5.470300
B-2774,-1.471100
B-2775,-6.449100
B-2776,-2.237300
B-2778,-1.140600
B-2779,-0.961300
B-2780,-1.448100
B-2781,-4.544600
B-2782,-4.325800
B-2783,-6.848500
B-2784,-4.716800
B-2786,0.829200
B-2787,-4.031000
B-2788,-6.693000
B-2789,-0.735300
B-2790,-0.026700
B-2791,-2.056600
B-2792,-1.424300
B-2793,-8.011500
B-2794,-8.056600
B-2795,-2.327100
B-2796,-2.470400
B-2797,-1.202500
B-2800,-6.017100
B-2801,-3.124800
B-2802,-3.217800
B-2803,0.490400
B-2806,-4.158600
B-2807,-5.060900
B-2809,-8.197900
B-2810,-5.774000
B-2811,-6.681300
B-2812,-2.744800
B-2813,-3.428800
B-2814,-0.578100
B-2815,-6.769700
B-2816,-4.375700
B-2817,-5.048400
B-2818,-2.081400
B-2819,-0.235500
B-2820,-3.448200
B-2821,-6.000000
B-2822,0.303200
B-2823,-1.199200
B-2824,-3.530400
B-2825,-0.500400
B-2826,-2.095800
B-2827,-2.065600
B-2828,-6.299900
B-2829,-1.619300
B-2830,-1.188700
B-2831,-6.536300
B-2832,-11.479500
B-2833,-1.102900
B-2834,-3.800900
B-2835,-2.098500
B-2836,-1.568700
B-2837,-0.197100
B-2838,-3.123400
B-2839,-3.863800
B-2840,-1.978200
B-2841,-1.619500
B-2842,-7.930000
B-2843,-7.650000
B-2844,-7.830600
B-2845,-8.590100
B-2846,-6.824500
B-2847,-3.959800
B-2848,-1.418800
B-2849,-1.164800
B-2850,-2.523400
B-2853,-3.472700
B-2854,-0.823000
B-2855,-3.241900
B-2856,-7.180600
B-2857,-11.582700
B-2858,-1.211800
B-2859,-1.623100
B-2860,-4.959500
B-2861,-7.660000
B-2862,-7.574600
B-2863,-6.024800
B-2864,-0.451000
B-2865,0.170900
B-2866,-8.720200
B-2867,-1.567800
B-2868,-5.964800
B-2869,-0.719000
B-2870,-3.348300
B-2871,-3.634400
B-2872,-8.680000
B-2873,-9.199900
B-2875,-5.972100
B-2876,-5.345900
B-2877,0.358600
B-2880,-4.644200
B-2881,-5.079700
B-2882,-0.530000
B-2883,-2.050600
B-2885,-7.019900
B-2886,-6.300100
B-2887,-4.157900
B-2888,-1.839000
B-2889,-2.072900
B-2890,-2.743500
B-2891,-1.569900
B-2893,-3.657700
B-2894,-5.934300
B-2895,-4.723900
B-2896,-5.349500
B-2897,-3.349500
B-2898,-9.420000
B-2899,-6.493900
B-2900,-0.343100
B-2901,-3.613700
B-2902,-1.367600
B-2903,-1.558500
B-2904,-2.377600
B-2905,-1.339900
B-2906,-2.112900
B-2908,-3.730600
B-2910,-3.479100
B-2911,-6.690000
B-2912,-2.874000
B-2913,-0.950000
B-2914,-3.107900
B-2915,-1.231300
B-2916,-0.057500
B-2917,-1.818400
B-2918,0.608700
B-2919,-1.670400
B-2920,-2.728700
B-2921,-0.883400
B-2922,-3.310500
B-2923,-5.571200
B-2925,-1.867800
B-2926,-1.429800
B-2927,-2.300500
B-2928,-5.778700
B-2929,-4.877200
B-2931,-4.630400
B-2932,-8.580100
B-2933,-2.974000
B-2934,0.586000
B-2935,-4.009700
B-2936,-1.338100
B-2937,0.020300
B-2938,-5.589400
B-2940,-7.050200
B-2941,-7.425400
B-2942,-7.940000
B-2943,-8.150100
B-2944,-8.590100
B-2947,-8.420000
B-2948,-8.260500
B-2949,-8.210000
B-2950,-9.100000
B-2951,-9.100000
B-2952,-9.290000
B-2953,-9.500000
B-2954,-10.411500
B-2955,-9.290000
B-2956,-10.103500
B-2957,-8.603600
B-2958,-7.679400
B-2960,-4.305600
B-2961,-3.982000
B-2962,-4.279800
B-2963,-8.402400
B-2964,-3.571600
B-2965,-3.216600
B-2967,-7.856600
B-2968,-7.822800
B-2969,-3.044000
B-2971,-3.236500
B-2972,-2.101000
B-2973,-3.210900
B-2974,0.918900
B-2975,-1.565600
B-2976,-1.615400
B-2977,-4.291800
B-2978,-6.393100
B-2979,-1.814500
B-2980,-5.526300
B-2981,0.052300
B-2982,-0.591200
B-2983,-1.795700
B-2984,-2.519100
B-2986,-4.829200
B-2987,-7.434600
B-2988,-3.391800
B-2989,-0.981100
B-2990,-2.892700
B-2992,-1.660000
B-2993,-7.522600
B-2994,-0.980200
B-2995,-2.765600
B-2996,-1.877300
B-2997,-5.402500
B-2998,-4.720600
B-3000,-6.179900
B-3001,-6.555700
B-3002,-7.141900
B-3003,-7.516300
B-3004,-4.326500
B-3005,-2.427200
B-3006,-3.706400
B-3007,-7.472100
B-3008,-1.877900
B-3009,-3.437700
B-3010,-2.170700
B-3011,-7.316000
B-3012,-7.910000
B-3013,-7.920000
B-3014,-1.618400
B-3016,-5.077400
B-3017,-5.437400
B-3018,-4.428800
B-3019,-2.871200
B-3020,-9.160900
B-3021,-2.041400
B-3022,-1.636500
B-3023,-5.057400
B-3024,-8.403000
B-3025,-0.494000
B-3026,-3.117300
B-3030,-3.903100
B-3031,-1.396700
B-3032,-2.615700
B-3033,-5.959200
B-3034,-0.488800
B-3035,-4.247400
B-3036,-3.285500
B-3037,-1.561300
B-3038,-6.219600
B-3039,0.473300
B-3041,-8.239900
B-3042,-1.148700
B-3043,-4.005500
B-3044,-4.438400
B-3045,-3.324800
B-3046,-7.470000
B-3047,-8.119900
B-3048,-8.680000
B-3049,-1.450400
B-3050,-0.009400
B-3051,-0.744300
B-3052,-4.374000
B-3053,-3.003100
B-3054,-3.492900
B-3055,-3.613000
B-3056,-7.154700
B-3057,-7.399900
B-3058,-6.080700
B-3060,-1.568600
B-3062,0.130400
B-3063,-0.964200
B-3065,-0.004900
B-3066,-5.199000
B-3067,-0.862200
B-3068,-4.119600
B-3069,-1.048800
B-3070,-3.163000
B-3071,-0.440100
B-3072,-8.480000
B-3073,-0.543600
B-3074,-0.318800
B-3075,-3.138900
B-3077,-1.297100
B-3078,-6.650000
B-3079,-3.926600
B-3080,-5.537500
B-3082,-3.289900
B-3083,-4.083000
B-3084,-5.660300
B-3085,-1.828100
B-3086,-4.321900
B-3087,-4.481700
B-3088,-4.787400
B-3089,-1.208200
B-3090,-1.920300
B-3091,-6.724300
B-3092,-0.844300
B-3093,-2.446400
B-3094,-4.432100
B-3096,-5.522500
B-3097,-2.735300
B-3098,-7.156800
B-3099,-1.640500
B-3100,-2.237300
B-3101,-2.070600
B-3102,0.652200
B-3103,-1.117000
B-3104,-7.620000
B-3105,-2.647100
B-3106,-3.972000
B-3107,-3.972000
B-3109,-8.322100
B-3110,-3.590300
B-3111,-4.694700
B-3112,-5.604200
B-3113,-5.437000
B-3114,-6.919700
B-3115,-1.427800
B-3116,-1.600400
B-3117,-2.735900
B-3118,0.909500
B-3119,-2.810200
B-3120,-1.819100
B-3121,-2.482100
B-3122,-7.619400
B-3123,-7.916000
B-3124,-11.481700
B-3125,-4.848700
B-3126,-6.839500
B-3127,-4.044500
B-3128,0.756600
B-3129,-9.725600
B-3131,-1.142800
B-3132,-4.325100
B-3133,-7.954100
B-3135,-3.802800
B-3136,-6.650000
B-3138,-7.820000
B-3139,-7.950000
B-3140,-7.880000
B-3141,-7.470000
B-3142,-8.010000
B-3143,-8.130000
B-3144,-9.420000
B-3145,-2.562200
B-3146,-2.734500
B-3148,-2.992100
B-3149,-2.400300
B-3151,-4.949900
B-3152,-5.530700
B-3153,-3.447500
B-3154,-8.002500
B-3155,-0.442400
B-3156,-2.687800
B-3157,-0.108600
B-3158,-1.826300
B-3159,-9.100000
B-3160,-4.606400
B-3161,-5.583600
B-3163,-2.326200
B-3164,-6.876500
B-3165,-3.092900
B-3168,-7.250500
B-3169,-6.906900
B-3170,-7.314900
B-3172,-1.234300
B-3173,-0.962400
B-3174,-3.307500
B-3175,-5.604200
B-3176,-2.651400
B-3177,-3.944200
B-3178,-6.558700
B-3179,-0.038400
B-3180,-1.359300
B-3181,-1.019700
B-3182,0.541300
B-3185,-4.700900
B-3186,-8.880900
B-3187,-5.808500
B-3188,-1.350500
B-3189,-3.532100
B-3190,-4.872700
B-3191,-7.129900
B-3192,-7.399900
B-3193,-6.779800
B-3194,-2.488400
B-3195,0.121600
B-3196,-4.597100
B-3197,-5.024800
B-3198,-1.647100
B-3199,-5.481700
B-3200,-3.174200
B-3201,-6.770000
B-3202,-6.770000
B-3203,-7.760000
B-3204,-7.310200
B-3205,-7.950000
B-3206,-7.650500
B-3207,-8.480000
B-3208,-8.270000
B-3209,-8.269600
B-3210,-8.970600
B-3211,-9.100000
B-3213,-9.480000
B-3214,-9.699700
B-3215,-8.490100
B-3216,-3.800300
B-3217,0.676500
B-3218,-4.945500
B-3219,-4.693700
B-3220,-4.064900
B-3221,-4.561900
B-3222,-1.360900
B-3223,-4.001700
B-3224,-0.165000
B-3225,-4.505100
B-3226,0.536600
B-3227,-0.462800
B-3228,-2.640400
B-3229,-1.782400
B-3230,-3.393600
B-3231,-2.223200
B-3232,-6.060400
B-3234,-3.365100
B-3237,-0.895300
B-3238,-0.418900
B-3239,-4.038800
B-3241,-5.872900
B-3242,0.090900
B-3243,-1.863200
B-3244,-1.913000
B-3245,-2.522100
B-3246,-1.787200
B-3247,-5.848700
B-3249,-5.282600
B-3250,-2.237900
B-3251,-7.320900
B-3252,-1.087600
B-3253,-7.144700
B-3254,-4.266800
B-3255,-6.806800
B-3256,-8.575800
B-3259,-2.315300
B-3260,-2.459900
B-3262,-3.008100
B-3263,-3.139800
B-3264,-3.076500
B-3265,-3.026600
B-3266,-3.207800
B-3267,-2.338300
B-3268,-4.098900
B-3270,-3.799800
B-3271,-3.952400
B-3272,-5.529900
B-3273,-5.369400
B-3274,-0.373600
B-3275,-6.626200
B-3276,-6.520900
B-3277,-3.534000
B-3278,-7.302300
B-3279,-4.300500
B-3280,-6.896900
B-3281,-1.289100
B-3282,-4.540300
B-3283,-4.540300
B-3284,-4.911500
B-3285,-5.204000
B-3286,-3.165600
B-3287,-5.220300
B-3288,-1.077500
B-3289,-7.005700
B-3290,-3.171100
B-3291,0.457400
B-3292,-3.066500
B-3293,-3.766500
B-3295,-4.733700
B-3296,-5.152000
B-3297,-5.384200
B-3298,-3.188200
B-3299,-7.403300
B-3300,-4.002200
B-3301,-5.873900
B-3302,-4.028700
B-3303,-6.350800
B-3304,-2.361400
B-3305,-4.592200
B-3306,-3.639100
B-3307,-4.013800
B-3308,-1.007100
B-3309,-0.687300
B-3311,0.078900
B-3312,-3.195900
B-3313,-0.794000
B-3314,-3.678600
B-3315,-1.073200
B-3316,-0.908900
B-3317,-2.702100
B-3318,-0.165300
B-3319,-0.223200
B-3320,-2.055800
B-3321,-1.301500
B-3322,-0.766100
B-3323,-1.546900
B-3324,-2.997300
B-3325,-0.981800
B-3326,-2.264400
B-3327,-1.079800
B-3328,-1.695200
B-3329,-1.668800
B-3330,-2.456800
B-3331,-1.544500
B-3332,0.362700
B-3333,-1.108300
B-3334,-0.659200
B-3335,-1.985000
B-3336,-2.849700
B-3337,-7.524500
B-3338,-0.872200
B-3339,-4.456100
B-3340,-2.695400
B-3341,-3.318900
B-3343,-3.537200
B-3344,-3.037600
B-3345,-0.847100
B-3346,-4.762600
B-3347,-7.483000
B-3348,-4.468900
B-3349,-3.978800
B-3350,-3.978400
B-3351,-2.260100
B-3352,-1.039700
B-3354,-5.457500
B-3355,-1.242700
B-3356,-0.651400
B-3357,-1.220800
B-3358,-1.371700
B-3359,-0.303600
B-3361,-3.095800
B-3362,-1.458900
B-3363,-3.824800
B-3364,-0.730800
B-3365,-3.299400
B-3366,-3.051600
B-3367,-2.550000
B-3368,-0.490600
B-3369,-2.602500
B-3370,-1.489000
B-3372,0.289300
B-3373,-3.965200
B-3374,-2.920600
B-3375,-1.590200
B-3376,-2.742900
B-3377,-5.969400
B-3378,-4.464200
B-3379,-1.517100
B-3380,-2.646800
B-3381,-7.432500
B-3382,-3.898100
B-3383,-0.583100
B-3385,-1.721000
B-3386,-2.301700
B-3387,-2.891900
B-3389,-1.113000
B-3390,-1.371300
B-3391,-2.788300
B-3392,-1.998600
B-3393,-3.931100
B-3394,-1.912200
B-3395,-5.651600
B-3396,-5.296600
B-3397,-3.173700
B-3398,-2.091100
B-3399,-2.885700
B-3400,-5.678300
B-3401,-8.611300
B-3402,-4.941700
B-3403,-5.240900
B-3404,-1.691700
B-3405,-1.791400
B-3406,-1.717800
B-3407,-2.538700
B-3408,-2.866500
B-3409,-1.498300
B-3410,-1.372000
B-3411,-2.379100
B-3412,-3.561400
B-3413,-2.562600
B-3414,-2.254000
B-3415,-2.501100
B-3416,-1.773400
B-3417,-0.591800
B-3418,-3.932000
B-3419,-1.823900
B-3420,-2.247200
B-3421,-2.661800
B-3422,-0.837200
B-3423,-2.513200
B-3424,-3.724800
B-3425,-3.104200
B-3426,-2.847400
B-3428,-5.847900
B-3429,-7.460400
B-3430,-9.979900
B-3431,-2.861000
B-3432,-4.440400
B-3433,-5.628100
